commodity,year,t1_value,origin_value,v_ratio,v_bucket,t1_qty,origin_qty,q_ratio,q_bucket,unit,n_origins,split
Fresh,1893,3830596,0,0.0,nodata,1808051,0,0.0,nodata,Cwt,0,
Cheese,1879,3824017,3794017,0.9922,within5,1789721,1789721,1.0,exact01,Cwt,5,
"Animals, Living — Bulls, Oxen, Cows, And Calves",1877,3817499,6870,0.0018,under,201193,0,0.0,nodata,Number,3,
Seeds — Flax Or Linseed,1884,3809231,4349180,1.1417,over,1795883,2070571,1.153,over,Quarter,13,
Hides — Raw,1883,3802862,0,0.0,nodata,1196849,0,0.0,nodata,Cwt,0,
Raw,1883,3802862,0,0.0,nodata,15485121,0,0.0,nodata,Lb,0,
Jute,1898,3801585,7586885,1.9957,over,0,0,,noanchor,Cwt,13,
Eggs,1892,3794718,3794718,1.0,exact01,11139419,11109386,0.9973,within5,Great Hundred,16,
Wheatmeal And Flour,1869,3792939,0,0.0,nodata,5401555,0,0.0,nodata,Cwt,0,
Eggs,1894,3786329,3786183,1.0,exact01,11876968,11873652,0.9997,exact01,Great Hundred,18,
Ore Of (Including Chrome),1896,3778789,3914094,1.0358,within5,5438307,21896,0.004,under,?,29,
Iron — Ore Of,1896,3778789,0,0.0,nodata,5438307,0,0.0,nodata,Ton,0,
Iron — Ore Of (Including Chrome),1896,3778789,3830607,1.0137,within5,5438307,5462546,1.0045,within5,Ton,30,
Coffee — Raw,1895,3777423,4827101,1.2779,over,774253,1000589,1.2923,over,Cwt,32,
Silver Ore,1891,3766339,0,0.0,nodata,3766339,0,0.0,nodata,Value,0,
Caoutchouc,1895,3760178,5304831,1.4108,over,341553,481732,1.4104,over,Cwt,60,
Rice,1880,3755199,3752169,0.9992,exact01,7889710,7889710,1.0,exact01,Cwt,8,
Coffee — Raw,1884,3750413,3717810,0.9913,within5,1137655,1137653,1.0,exact01,Cwt,26,
Hides — Raw,1882,3744681,0,0.0,nodata,1190667,0,0.0,nodata,Cwt,0,
Raw,1882,3744681,0,0.0,nodata,15929564,0,0.0,nodata,Lb,0,
Petroleum,1898,3733632,0,0.0,nodata,219249539,0,0.0,nodata,Gallon,0,
Petroleum,1896,3732056,3732056,1.0,exact01,189953945,189953915,1.0,exact01,Gallon,9,
Seeds — Flax Or Linseed,1892,3730341,6248462,1.675,over,1902152,3307509,1.7388,over,Quarter,17,
Jute,1871,3729735,0,0.0,nodata,3454120,0,0.0,nodata,Cwt,0,
Oats,1895,3723465,4072999,1.0939,over,15528310,16845809,1.0848,over,Cwt,26,
Margarine,1892,3712384,3712884,1.0001,exact01,1305350,1305350,1.0,exact01,Cwt,7,
Seeds — Flax Or Linseed,1871,3687092,0,0.0,nodata,1310147,0,0.0,nodata,Quarter,0,
Jute,1887,3682140,7352815,1.9969,over,0,0,,noanchor,Cwt,10,
Hams,1897,3681966,3701761,1.0054,within5,1725875,1728917,1.0018,within5,Cwt,8,
Silk — Raw,1878,3680117,3663521,0.9955,within5,4170606,4151360,0.9954,within5,Lb,8,
Seeds — Flax Or Linseed,1869,3675573,0,0.0,nodata,1397066,0,0.0,nodata,Quarter,0,
Rice,1881,3673684,3673684,1.0,exact01,8500062,8500062,1.0,exact01,Cwt,8,
Jute,1893,3672249,7332474,1.9967,over,0,0,,noanchor,Cwt,13,
Rice,1874,3659308,0,0.0,nodata,7092503,0,0.0,nodata,Cwt,0,
Jute,1899,3657519,7453028,2.0377,over,0,0,,noanchor,Cwt,13,
Margarine,1893,3655344,3655774,1.0001,exact01,1299970,1300233,1.0002,exact01,Cwt,7,
Margarine,1889,3655061,3655061,1.0,exact01,1211690,1241690,1.0248,within5,Cwt,8,
Caoutchouc,1883,3652817,3841059,1.0515,over,229101,242852,1.06,over,Cwt,36,
Rice — Not Rough Nor In The Husk,1874,3636684,3641384,1.0013,within5,7043779,7043749,1.0,exact01,Cwt,8,
Jute,1873,3619989,3619989,1.0,exact01,4624918,4624918,1.0,exact01,Cwt,5,
"Unwrought, Part Wrought, And Old Copper",1888,3610870,0,0.0,nodata,47668,0,0.0,nodata,Ton,0,
Hides — Raw,1886,3610499,0,0.0,nodata,1220897,0,0.0,nodata,Cwt,0,
"Flax, Dressed And Undressed, And Tow",1882,3607967,0,0.0,nodata,1966696,0,0.0,nodata,Cwt,0,
Lead — Dressed,1900,3599664,0,0.0,nodata,422904,0,0.0,nodata,Cwt,0,
Iron — Ore Of,1890,3596056,3596056,1.0,exact01,4471790,4471790,1.0,exact01,Ton,9,
Coffee — Raw,1898,3589988,5133561,1.43,over,922088,1075646,1.1665,over,Cwt,36,
Coffee — Raw,1897,3585044,5116985,1.4273,over,756482,2142271,2.8319,over,Cwt,39,
Hewn: Fir,1897,3584949,0,0.0,nodata,2485716,0,0.0,nodata,Load,0,
"Flax, Dressed And Undressed, And Tow",1879,3584661,0,0.0,nodata,1695094,0,0.0,nodata,Cwt,0,
Jute,1884,3584033,3584033,1.0,exact01,5081358,5081358,1.0,exact01,Cwt,6,
"Manufactured, Cigars And Snuff",1888,3583493,0,0.0,nodata,3583493,0,0.0,nodata,Lb,0,
"Animals, Living — Bulls, Oxen, Cows, And Calves",1871,3582501,0,0.0,nodata,218611,0,0.0,nodata,Number,0,
Coffee — Raw,1888,3576571,3510386,0.9815,within5,949329,925905,0.9753,within5,Cwt,25,
"Iron — Manufactures Of Iron Or Steel, Unenumerated",1900,3572332,0,0.0,nodata,4514737,0,0.0,nodata,Cwt,0,
"Unwrought, In Bars, Blocks, Slabs, Cakes, Or Ingots",1898,3567296,0,0.0,nodata,68347,0,0.0,nodata,Ton,0,
"Petroleum, Illuminating",1899,3566592,3579717,1.0037,within5,203521374,201335176,0.9893,within5,Gallon,7,
"Unmanufactured, Stemmed Or Stripped",1899,3562398,0,0.0,nodata,95005938,0,0.0,nodata,Lb,0,
Coffee — Raw,1896,3558746,4486373,1.2607,over,713468,896166,1.2561,over,Cwt,32,
Margarine,1891,3554203,3558203,1.0011,within5,1235430,1232430,0.9976,within5,Cwt,8,
Jute,1874,3553179,3545124,0.9977,within5,4270164,4259861,0.9976,within5,Cwt,2,
"Leather, Undressed",1893,3550815,3141700,0.8848,under,664448,0,0.0,nodata,Cwt,12,
Hides — Raw,1877,3545891,38594,0.0109,under,1146364,21004,0.0183,under,Cwt,3,
Raw,1877,3545891,0,0.0,nodata,1146364,0,0.0,nodata,Lb,0,
"Flax, Dressed And Undressed, And Tow",1876,3539501,0,0.0,nodata,1405838,0,0.0,nodata,Cwt,0,
Coffee — Raw,1894,3521068,4475056,1.2709,over,730631,890682,1.2191,over,Cwt,32,
"Tin — In Blocks, Ingots, Bars, Or Slabs",1888,3520342,4293082,1.2195,over,560990,692090,1.2337,over,Cwt,16,
Rice — Not Rough Nor In The Husk,1872,3518421,3518391,1.0,exact01,7033361,7033361,1.0,exact01,Cwt,5,
Regulus And Precipitate,1900,3517508,0,0.0,nodata,87739,0,0.0,nodata,Ton,0,
Eggs,1891,3505522,3505519,1.0,exact01,10628314,10628311,1.0,exact01,Great Hundred,15,
Corn And Grain — Wheat Meal Or Flour,1871,3498008,0,0.0,nodata,3977939,0,0.0,nodata,Cwt,0,
Rice,1877,3491464,0,0.0,nodata,6619779,0,0.0,nodata,Cwt,0,
Rice — Not Rough Nor In The Husk,1877,3490619,3490619,1.0,exact01,6617603,6617783,1.0,exact01,Cwt,9,
"Flax, Dressed And Undressed, And Tow",1878,3481829,0,0.0,nodata,1553600,0,0.0,nodata,Cwt,0,
Rice,1879,3480351,3480351,1.0,exact01,6857330,6857330,1.0,exact01,Cwt,11,
Manures — Guano,1870,3476680,0,0.0,nodata,280311,0,0.0,nodata,Ton,0,
Seeds — Flax Or Linseed,1893,3475290,3475290,1.0,exact01,1700581,1700581,1.0,exact01,Quarter,18,
"Unwrought, Part Wrought, And Old Copper",1875,3460274,0,0.0,nodata,41225,0,0.0,nodata,Ton,0,
Leather,1879,3454093,0,0.0,nodata,45717763,0,0.0,nodata,Lb,0,
"Mutton, Fresh",1890,3447776,5282194,1.5321,over,1656419,2559025,1.5449,over,Cwt,11,
"Mutton, Fresh",1892,3447102,6449361,1.871,over,1699966,5043687,2.9669,over,Cwt,15,
Silk — Raw,1875,3443722,3443722,1.0,exact01,4487837,4487837,1.0,exact01,Lb,12,
Coffee — Raw,1891,3437394,4367011,1.2704,over,727227,897191,1.2337,over,Cwt,24,
Eggs,1890,3428806,3428806,1.0,exact01,10291246,10291246,1.0,exact01,Great Hundred,12,
Wood And Timber — Hewn,1886,3422236,0,0.0,nodata,1582762,0,0.0,nodata,Load,0,
Hides — Raw,1878,3409065,0,0.0,nodata,1161994,0,0.0,nodata,Cwt,0,
Raw,1878,3409065,0,0.0,nodata,1161994,0,0.0,nodata,Lb,0,
"Wood And Timber — Hewn, Fir",1899,3401023,3401568,1.0002,exact01,2344681,2344774,1.0,exact01,Load,15,
"Hemp, Dressed And Undressed, And Tow",1889,3398190,0,0.0,nodata,1966521,0,0.0,nodata,Cwt,0,
"Flax, Dressed And Undressed, And Tow",1881,3398043,0,0.0,nodata,1782282,0,0.0,nodata,Cwt,0,
"Beef, Salted And Fresh",1889,3395932,0,0.0,nodata,1648220,0,0.0,nodata,Cwt,0,
Lead — Dressed,1898,3395084,3402402,1.0022,within5,391065,392708,1.0042,within5,Cwt,16,
Silk — Raw,1879,3384995,3384965,1.0,exact01,3886422,3886422,1.0,exact01,Lb,8,
Seeds — Flax Or Linseed,1899,3383982,3388962,1.0015,within5,1798887,1798887,1.0,exact01,Quarter,16,
Wheatmeal And Flour,1870,3383751,0,0.0,nodata,4803909,0,0.0,nodata,Cwt,0,
Petroleum,1895,3368904,3368849,1.0,exact01,177146628,177116228,0.9998,exact01,Gallon,8,
Seeds — Flax Or Linseed,1895,3366113,4472910,1.3288,over,1969987,2577101,1.3082,over,Quarter,22,
Woollen Manufactures,1870,3362656,0,0.0,nodata,3362656,0,0.0,nodata,Value,0,
"Animals, Living — Bulls, Oxen, Cows, And Calves",1873,3354043,34770,0.0104,under,200802,0,0.0,nodata,Number,4,
Caoutchouc,1891,3351938,3350460,0.9996,exact01,278837,278378,0.9984,within5,Cwt,26,
Silk — Raw,1884,3343962,3343942,1.0,exact01,4322702,4522702,1.0463,within5,Lb,9,
"Wine, Imported In Casks",1898,3343663,0,0.0,nodata,15163722,0,0.0,nodata,Gallon,0,
Cheese,1871,3341496,0,0.0,nodata,1216400,0,0.0,nodata,Cwt,0,
Petroleum,1897,3335271,0,0.0,nodata,185665376,0,0.0,nodata,Gallon,0,
Caoutchouc,1893,3330418,3635245,1.0915,over,293373,320528,1.0926,over,Cwt,49,
Pig And Sheet,1900,3321574,0,0.0,nodata,195380,0,0.0,nodata,Ton,0,
"Copper, Ore And Regulus",1893,3318962,0,0.0,nodata,199608,0,0.0,nodata,Ton,0,
Tallow And Stearine,1870,3318566,0,0.0,nodata,1520893,0,0.0,nodata,Cwt,0,
Hides — Raw,1876,3302288,0,0.0,nodata,1055575,0,0.0,nodata,Cwt,0,
Raw,1876,3302288,0,0.0,nodata,1055575,0,0.0,nodata,Lb,0,
"In Blocks, Ingots, Bars, Or Slabs",1899,3298182,0,0.0,nodata,543478,0,0.0,nodata,Cwt,0,
Rice,1882,3297591,3297591,1.0,exact01,8260175,8260175,1.0,exact01,Cwt,8,
"Animals, Living — Bulls, Oxen, Cows, And Calves",1874,3296460,16717,0.0051,under,193862,0,0.0,nodata,Number,7,
Coffee — Raw,1885,3295995,5017180,1.5222,over,1034562,1518312,1.4676,over,Cwt,27,
Coffee — Raw,1886,3295028,3268925,0.9921,within5,1006543,991820,0.9854,within5,Cwt,28,
Coffee — Raw,1899,3294871,5229639,1.5872,over,974793,1201471,1.2325,over,Cwt,36,
"Mutton, Fresh",1891,3282001,5390611,1.6425,over,1662991,2726451,1.6395,over,Cwt,14,
Cheese,1870,3274331,0,0.0,nodata,1041281,0,0.0,nodata,Cwt,0,
Caoutchouc,1894,3272104,3953900,1.2084,over,302451,367482,1.215,over,Cwt,59,
"Flax, Dressed And Undressed, And Tow",1895,3270840,0,0.0,nodata,0,0,,noanchor,Cwt,0,
Margarine,1888,3268313,3268313,1.0,exact01,1139743,1139743,1.0,exact01,Cwt,11,
Lard,1900,3266582,0,0.0,nodata,1927274,0,0.0,nodata,Cwt,0,
Caoutchouc,1890,3265083,3235211,0.9909,within5,264008,261113,0.989,within5,Cwt,21,
Jute,1879,3257497,3257497,1.0,exact01,4759363,4759363,1.0,exact01,Cwt,2,
Hemp — Dressed Or Undressed,1900,3251255,0,0.0,nodata,0,0,,noanchor,Cwt,0,
Wood And Timber — Hewn,1887,3250084,0,0.0,nodata,1718466,0,0.0,nodata,Load,0,
Rice — Not Rough Nor In The Husk,1873,3245434,3245434,1.0,exact01,6540318,6540318,1.0,exact01,Cwt,5,
Jute,1885,3240796,3240796,1.0,exact01,5713475,5713468,1.0,exact01,Cwt,7,
"Unwrought, Part Wrought, And Old Copper",1876,3237351,0,0.0,nodata,41872,0,0.0,nodata,Ton,0,
Lead — Dressed,1895,3236894,3244289,1.0023,within5,344979,346546,1.0045,within5,Cwt,17,
Jute,1878,3236825,3236825,1.0,exact01,4242382,4242382,1.0,exact01,Cwt,2,
"Unwrought, Part Wrought, And Old Copper",1874,3213943,0,0.0,nodata,39063,0,0.0,nodata,Ton,0,
Hides — Raw,1881,3213119,0,0.0,nodata,1011326,0,0.0,nodata,Cwt,0,
Raw,1881,3213119,0,0.0,nodata,1011326,0,0.0,nodata,Lb,0,
"Fish, Of All Sorts",1896,3213083,0,0.0,nodata,2621532,0,0.0,nodata,Cwt,0,
Rice,1878,3200843,3200843,1.0,exact01,6109020,6109020,1.0,exact01,Cwt,7,
Indigo,1869,3194613,0,0.0,nodata,86721,0,0.0,nodata,Cwt,0,
"Flax, Dressed And Undressed, And Tow",1885,3194297,0,0.0,nodata,1668305,0,0.0,nodata,Cwt,0,
Rice,1883,3175426,3174230,0.9996,exact01,7747725,7745672,0.9997,exact01,Cwt,11,
"Metals :Copper, Ore And Regulus",1884,3175066,0,0.0,nodata,186679,0,0.0,nodata,Ton,0,
"Tanned, Tawed, Curried, Or Dressed",1881,3153520,0,0.0,nodata,52002163,0,0.0,nodata,Lb,0,
Tallow And Stearine,1873,3152413,3152413,1.0,exact01,1527321,1527321,1.0,exact01,Cwt,10,
"Oxen, Bulls, Cows, And Calves",1870,3147061,0,0.0,nodata,202172,0,0.0,nodata,Number,0,
Sugar — Refined : Total Of,1872,3142703,3142703,1.0,exact01,1729302,1729272,1.0,exact01,Cwt,5,
Hams,1896,3136089,3136089,1.0,exact01,1459412,1459412,1.0,exact01,Cwt,8,
"Hemp, Dressed And Undressed, And Tow",1891,3134753,0,0.0,nodata,102675,0,0.0,nodata,Cwt,0,
Tallow And Stearine,1871,3134531,0,0.0,nodata,1491934,0,0.0,nodata,Cwt,0,
Hides — Raw,1887,3132545,230489,0.0736,under,1150192,118400,0.1029,under,Cwt,7,
Silk — Raw,1880,3130656,3130656,1.0,exact01,3673949,3613949,0.9837,within5,Lb,8,
Eggs,1889,3127590,3127590,1.0,exact01,9432503,9433103,1.0001,exact01,Great Hundred,12,
"Flax, Dressed And Undressed, And Tow",1896,3117316,307865,0.0988,under,0,0,,noanchor,Cwt,7,
Paper — Unprinted,1900,3113101,0,0.0,nodata,3818734,0,0.0,nodata,Cwt,0,
"Wine, Imported In Casks",1899,3110098,0,0.0,nodata,14941353,0,0.0,nodata,Gallon,0,
"Wine, Imported In Casks",1897,3104742,0,0.0,nodata,14468175,0,0.0,nodata,Gallon,0,
Lead — Dressed,1897,3097293,3106374,1.0029,within5,365247,368437,1.0087,within5,Cwt,17,
"Unwrought, Part Wrought, And Old Copper",1873,3093144,0,0.0,nodata,35278,0,0.0,nodata,Ton,0,
Eggs,1887,3085681,3085181,0.9998,exact01,9081077,9084077,1.0003,exact01,Great Hundred,11,
Cheese,1869,3083850,0,0.0,nodata,979189,0,0.0,nodata,Cwt,0,
Eggs,1888,3083167,3083167,1.0,exact01,9389939,9389939,1.0,exact01,Great Hundred,12,
Hides — Raw,1889,3077434,0,0.0,nodata,1224105,0,0.0,nodata,Cwt,0,
"Wine, Imported In Casks",1895,3073819,0,0.0,nodata,14557661,0,0.0,nodata,Gallon,0,
Silver Ore,1893,3069131,0,0.0,nodata,3069131,0,0.0,nodata,Value,0,
Lard,1899,3068975,3067970,0.9997,exact01,2188049,2188049,1.0,exact01,Cwt,9,
"Flax, Dressed And Undressed, And Tow",1889,3066328,0,0.0,nodata,1783070,0,0.0,nodata,Cwt,0,
"Unwrought, Part Wrought, And Old Copper",1877,3063229,0,0.0,nodata,43482,0,0.0,nodata,Ton,0,
Iron — Ore Of,1882,3063091,3043091,0.9935,within5,3284946,3284946,1.0,exact01,Ton,6,
"Tanned, Tawed, Curried, Or Dressed",1880,3055023,0,0.0,nodata,47653442,0,0.0,nodata,Lb,0,
Lead — Dressed,1896,3050618,3066886,1.0053,within5,352554,355785,1.0092,within5,Cwt,18,
Margarine,1894,3044810,3044810,1.0,exact01,1109325,1109325,1.0,exact01,Cwt,8,
Rice,1875,3033562,0,0.0,nodata,6786298,0,0.0,nodata,Cwt,0,
Margarine,1890,3033241,3083241,1.0165,within5,1079856,1079856,1.0,exact01,Cwt,8,
Silver Ore,1892,3032169,0,0.0,nodata,3032169,0,0.0,nodata,Value,0,
Cheese,1872,3031977,2996974,0.9885,within5,1057583,1057883,1.0003,exact01,Cwt,7,
Hewn: Fir,1896,3026595,0,0.0,nodata,2135080,0,0.0,nodata,Load,0,
Iron — Ore Of,1889,3024605,3024605,1.0,exact01,4031265,4031265,1.0,exact01,Ton,10,
Lead — Dressed,1894,3023009,3031061,1.0027,within5,366532,367085,1.0015,within5,Cwt,18,
"Unwrought, In Bars, Blocks, Slabs, Cakes, Or Ingots",1897,3016447,0,0.0,nodata,60608,0,0.0,nodata,Ton,0,
Rice — Not Rough Nor In The Husk,1875,3006122,3006123,1.0,exact01,6719894,6719894,1.0,exact01,Cwt,7,
Hides — Raw,1888,3003933,34245,0.0114,under,1162161,22471,0.0193,under,Cwt,2,
"Unwrought, Part Wrought, And Old Copper",1896,3002781,0,0.0,nodata,65359,0,0.0,nodata,Ton,0,
"Flax, Dressed And Undressed, And Tow",1888,2999791,0,0.0,nodata,1836982,0,0.0,nodata,Cwt,0,
Tallow And Stearine,1868,2996258,0,0.0,nodata,1247064,0,0.0,nodata,Cwt,0,
"Wine, Imported In Casks",1896,2995303,0,0.0,nodata,13850659,0,0.0,nodata,Gallon,0,
Seeds — Flax Or Linseed,1897,2988503,2986215,0.9992,exact01,1908618,1904074,0.9976,within5,Quarter,18,
Caoutchouc,1892,2982412,2979184,0.9989,within5,272163,271865,0.9989,within5,Cwt,27,
Ore Of (Including Chrome),1894,2978597,3269997,1.0978,over,4413652,12793,0.0029,under,?,30,
Iron — Ore Of,1894,2978597,0,0.0,nodata,4413652,0,0.0,nodata,Ton,0,
"Fish, Of All Sorts",1895,2978471,0,0.0,nodata,2458643,0,0.0,nodata,Cwt,0,
"Wood And Timber — Hewn, Fir",1898,2978329,3044541,1.0222,within5,2024268,2026272,1.001,exact01,Load,14,
Ore Of (Including Chrome),1895,2977952,3114901,1.046,within5,4450311,17948,0.004,under,?,29,
Iron — Ore Of,1895,2977952,0,0.0,nodata,4450311,0,0.0,nodata,Ton,0,
Iron — Ore Of (Including Chrome),1895,2977952,3046691,1.0231,within5,4450311,4466266,1.0036,within5,Ton,30,
"Tanned, Tawed, Curried, Or Dressed",1876,2977923,0,0.0,nodata,44768891,0,0.0,nodata,Lb,0,
"Iron — Manufactures Of Iron Or Steel, Unenumerated",1898,2969067,2969067,1.0,exact01,4337377,4336571,0.9998,exact01,Cwt,15,
Sugar — Refined : Total Of,1871,2965823,0,0.0,nodata,1640949,0,0.0,nodata,Cwt,0,
Hams,1892,2963712,0,0.0,nodata,1253132,0,0.0,nodata,Cwt,0,
Hops,1882,2962631,2943631,0.9936,within5,319620,319620,1.0,exact01,Cwt,8,
Margarine,1886,2962264,2962264,1.0,exact01,887974,887944,1.0,exact01,Cwt,7,
"Unenumerated, Not Sweetened",1888,2956759,0,0.0,nodata,2956759,0,0.0,nodata,Proof Gallon,0,
"Tanned, Tawed, Curried, Or Dressed",1877,2953722,0,0.0,nodata,46917689,0,0.0,nodata,Lb,0,
"Hemp, Dressed And Undressed, And Tow",1890,2945645,0,0.0,nodata,94518,0,0.0,nodata,Cwt,0,
Lard,1895,2941941,2943143,1.0004,exact01,1742688,1743294,1.0003,exact01,Cwt,11,
Indigo,1871,2937224,0,0.0,nodata,106307,0,0.0,nodata,Cwt,0,
"Metals :Copper, Ore And Regulus",1883,2936208,0,0.0,nodata,163781,0,0.0,nodata,Ton,0,
"Unmanufactured, Stemmed Or Stripped",1900,2933679,0,0.0,nodata,77384767,0,0.0,nodata,Lb,0,
Eggs,1885,2931237,2931237,1.0,exact01,8356568,8356568,1.0,exact01,Great Hundred,11,
Jute,1877,2929965,2929965,1.0,exact01,3649877,3649877,1.0,exact01,Cwt,2,
Rice,1876,2929561,0,0.0,nodata,6470461,0,0.0,nodata,Cwt,0,
Leather — Dressed,1893,2929379,2929379,1.0,exact01,344263,0,0.0,nodata,?,12,
Rice — Not Rough Nor In The Husk,1876,2929138,2929138,1.0,exact01,6469181,6469181,1.0,exact01,Cwt,8,
"Unwrought, Part Wrought, And Old Copper",1879,2924719,0,0.0,nodata,49748,0,0.0,nodata,Ton,0,
Seeds — Flax Or Linseed,1898,2920634,2853713,0.9771,within5,1688515,1687047,0.9991,exact01,Quarter,17,
Hides — Raw,1879,2916577,126239,0.0433,under,1011991,69733,0.0689,under,Cwt,5,
Raw,1879,2916577,0,0.0,nodata,1011991,0,0.0,nodata,Lb,0,
Eggs,1884,2910493,2909994,0.9998,exact01,8280073,8280073,1.0,exact01,Great Hundred,11,
Wood And Timber — Hewn,1879,2909480,0,0.0,nodata,1384115,0,0.0,nodata,Load,0,
Hams,1895,2898018,2912389,1.005,within5,1289518,1293531,1.0031,within5,Cwt,9,
"Flax, Dressed And Undressed, And Tow",1883,2896492,0,0.0,nodata,1558533,0,0.0,nodata,Cwt,0,
Rice — Not Rough Nor In The Husk,1868,2894916,0,0.0,nodata,4710048,0,0.0,nodata,Cwt,0,
"Beef, Salted And Fresh",1883,2894397,0,0.0,nodata,1094008,0,0.0,nodata,Cwt,0,
"Tin — In Blocks, Ingots, Bars, Or Slabs",1893,2892107,3294110,1.139,over,671162,764403,1.1389,over,Cwt,18,
"In Blocks, Ingots, Bars, Or Slabs",1893,2892107,0,0.0,nodata,671162,0,0.0,nodata,Cwt,0,
Hams,1893,2890252,2921684,1.0109,within5,988411,998044,1.0097,within5,Cwt,8,
Hides — Raw,1868,2889107,0,0.0,nodata,941112,0,0.0,nodata,Cwt,0,
Lard,1898,2887801,2882731,0.9982,within5,2106871,2106871,1.0,exact01,Cwt,9,
Eggs,1886,2884063,2884063,1.0,exact01,8626428,8576428,0.9942,within5,Great Hundred,10,
Pig And Sheet,1899,2883837,0,0.0,nodata,198377,0,0.0,nodata,Ton,0,
"Copper, Ore And Regulus",1885,2883598,0,0.0,nodata,189573,0,0.0,nodata,Ton,0,
"Metals :Copper, Ore And Regulus",1885,2883598,0,0.0,nodata,189573,0,0.0,nodata,Ton,0,
Tallow And Stearine,1876,2875170,2875170,1.0,exact01,1344445,1344355,0.9999,exact01,Cwt,12,
"Tanned, Tawed, Curried, Or Dressed",1878,2871052,0,0.0,nodata,50571132,0,0.0,nodata,Lb,0,
"Iron — Manufactures Of Iron Or Steel, Unenumerated",1883,2870813,2870813,1.0,exact01,3880076,3880103,1.0,exact01,Cwt,21,
"Tin — In Blocks, Ingots, Bars, Or Slabs",1887,2868261,3649658,1.2724,over,518360,662100,1.2773,over,Cwt,16,
"Copper, Ore And Regulus",1896,2862300,0,0.0,nodata,178134,0,0.0,nodata,Ton,0,
"Unwrought, Part Wrought, And Old Copper",1890,2857842,0,0.0,nodata,52028,0,0.0,nodata,Ton,0,
"Flax, Dressed And Undressed, And Tow",1890,2856274,0,0.0,nodata,1800469,0,0.0,nodata,Cwt,0,
"Flax, Dressed Or Undressed",1897,2854311,2518421,0.8823,under,0,0,,noanchor,Cwt,8,
Indigo,1868,2854213,0,0.0,nodata,75874,0,0.0,nodata,Cwt,0,
Tallow And Stearine,1872,2848164,2848164,1.0,exact01,1328444,1328444,1.0,exact01,Cwt,9,
Potatoes,1880,2847027,2846374,0.9998,exact01,9754514,9774514,1.0021,within5,Cwt,10,
Hewn: Fir,1894,2845690,0,0.0,nodata,2122975,0,0.0,nodata,Load,0,
"Unwrought, In Bars, Blocks, Slabs, Cakes, Or Ingots",1896,2845639,0,0.0,nodata,60430,0,0.0,nodata,Ton,0,
"Wine, Imported In Casks",1900,2841985,0,0.0,nodata,14587859,0,0.0,nodata,Gallon,0,
"Iron — Manufactures Of Iron Or Steel, Unenumerated",1895,2839827,2839725,1.0,exact01,3267767,3147407,0.9632,within5,Cwt,15,
Rice — Not Rough Nor In The Husk,1869,2837157,0,0.0,nodata,5319504,0,0.0,nodata,Cwt,0,
Tallow And Stearine,1900,2835217,0,0.0,nodata,2177991,0,0.0,nodata,Cwt,0,
Wheatmeal And Flour,1868,2832077,0,0.0,nodata,3093022,0,0.0,nodata,Cwt,0,
"Tanned, Tawed, Curried, Or Dressed",1875,2814042,0,0.0,nodata,42164937,0,0.0,nodata,Lb,0,
Fish,1890,2811455,0,0.0,nodata,2295974,0,0.0,nodata,Cwt,0,
"Fish, Of All Sorts",1890,2811455,0,0.0,nodata,2295974,0,0.0,nodata,Cwt,0,
Fish,1891,2809949,0,0.0,nodata,2355370,0,0.0,nodata,Cwt,0,
"Fish, Of All Sorts",1891,2809949,0,0.0,nodata,2355370,0,0.0,nodata,Cwt,0,
Lard,1893,2808549,2812117,1.0013,within5,1118106,1119838,1.0015,within5,Cwt,11,
"Copper, Ore And Regulus",1895,2807363,0,0.0,nodata,191024,0,0.0,nodata,Ton,0,
Jute,1876,2804597,2804597,1.0,exact01,3825259,3825259,1.0,exact01,Cwt,2,
Hides — Raw,1895,2804126,0,0.0,nodata,1262680,0,0.0,nodata,Cwt,0,
Rice,1891,2798772,5035442,1.7992,over,6198979,11394630,1.8381,over,Cwt,20,
"Beef, Salted And Fresh",1884,2798475,0,0.0,nodata,1090739,0,0.0,nodata,Cwt,0,
"Beef, Salted And Fresh",1885,2798050,0,0.0,nodata,1141866,0,0.0,nodata,Cwt,0,
"Tin — In Blocks, Ingots, Bars, Or Slabs",1889,2797274,3412378,1.2199,over,601849,732685,1.2174,over,Cwt,16,
Tallow And Stearine,1869,2792570,0,0.0,nodata,1232144,0,0.0,nodata,Cwt,0,
Silk — Raw,1882,2792059,2786936,0.9982,within5,3377119,3370561,0.9981,within5,Lb,8,
Ore Of (Including Chrome),1893,2792028,2822546,1.0109,within5,4065864,9947,0.0024,under,?,24,
